flag,source,rating,artist,song,genre,note
release_row_multi_track,rym,60,Peter Gabriel,Solsbury Hill / Shaking the Tree,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Gang of Four,Damaged Goods / Love Like Anthrax / Armalite Rifle,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Gap Band,You Dropped a Bomb on Me / Lonely Like Me,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Carlos Gardel,Por una cabeza / Los ojos de mi moza,Latin,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Marvin Gaye,I Heard It Through the Grapevine / You're What's Happening (In the World Today),Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Marvin Gaye,Let's Get It On / I Wish It Would Rain,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Marvin Gaye,What's Going On / God Is Love,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Gloria Gaynor,I Will Survive / Substitute,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Genesis,The Carpet Crawlers / The Waiting Room (Evil Jam),Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Ghost,Square Hammer / He Is,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Girls,Lust for Life / Morning Light,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,The Glenfolk 4,Reilly's Daughter / The Muskerry Sportsman,Folk/Acoustic,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,God,My Pal / A Man Without a Woman Is Like a Nun Without a Jackhammer,K-Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Grateful Dead,Touch of Grey / My Brother Esau,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Al Green,Let's Stay Together / Tomorrow's Dream,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,20,Lee Greenwood,God Bless the USA / This Old Bed,Country,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Boudewijn de Groot,Jimmy / Onderweg,Folk/Acoustic,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Boudewijn de Groot,Verdronken vlinder / Beneden alle peil,Folk/Acoustic,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Vince Guaraldi Trio,"Oh, Good Grief / Linus and Lucy",Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,Guns n' Roses,Sweet Child o' Mine / It's So Easy,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,40,Toni Hämmerle,"Mainzer Gold / Junge Mädchen, schöne Rosen",Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Harlem Hamfats,Toodle Oo Blues / You Got to Be Satisfied,Blues,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Al Hartley,Ev'ry Little Teardrop / I Never Knew What Love Was Like,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Screamin' Jay Hawkins,I Put a Spell on You / Little Demon,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Imogen Heap,Hide and Seek / Cumulus,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Richard Hell & The Voidoids,Blank Generation / Love Comes in Spurts,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Billie Holiday,Gloomy Sunday (The Famous Hungarian Suicide Song) / I'm in a Low Down Groove,Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Billie Holiday,Good Morning Heartache / No Good Man,Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,The Hollies,Long Cool Woman / The Air That I Breathe,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Buddy Holly,Peggy Sue / Everyday,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,John Lee Hooker,Boogie Chillen' / Sally May,Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,A House,Endless Art / More Endless Art,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Thelma Houston,Don't Leave Me This Way / Today Will Soon Be Yesterday,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Howlin' Wolf,Smoke Stack Lightning / You Can't Be Beat,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Mississippi John Hurt,Frankie / Nobody's Dirty Business,Blues,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Hüsker Dü,Celebrated Summer / New Day Rising,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Billy Idol,Eyes Without a Face / Blue Highway,Punk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Iggy and The Stooges,Search and Destroy / Penetration,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Joe Jackson,Steppin' Out / Another World,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Michael Jackson,Don't Stop 'Til You Get Enough / I Can't Help It,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,Michael Jackson,Off the Wall / Working Day and Night,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Michael Jackson,P.Y.T. (Pretty Young Thing) / Working Day and Night,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,Michael Jackson,Rock With You / Working Day and Night,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Jackson do Pandeiro,Chiclete Com Banana / Forró de Surubim,Latin,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,The Jacksons,Blame It on the Boogie / Do What You Wanna,Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Ruth Jacott,Vrede / Einstein in Reverse,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Jam,Going Underground / The Dreams of Children,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Skip James,Cherry Ball Blues / Hard Time Killin' Floor Blues,Blues,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Skip James,Devil Got My Woman / Cypress Grove Blues,Blues,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,40,Tommy James and The Shondells,Crimson and Clover / Sweet Cherry Wine,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Japan,Ghosts / The Art of Parties (Version),Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Japan,Nightporter / Ain't That Peculiar,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Abner Jay,Depression / I'm So Depressed,Folk/Acoustic,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Garland Jeffreys,96 Tears / Escape Goat Dub,Reggae/Dub,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Jesus and Mary Chain,Darklands / Rider / On the Wall,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Jethro Tull,Aqualung / Hymn 43,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Billy Joel,Uptown Girl / Careless Talk,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Elton John,Goodbye Yellow Brick Road / Screw You,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Elton John,Tiny Dancer / Razor Face,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Elton John & Kiki Dee,Don't Go Breaking My Heart / Snow Queen,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Norah Jones,Don't Know Why / I'll Be Your Baby Tonight,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Joy Division,Atmosphere / She's Lost Control,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Juan Luis Guerra y 4;40,Burbujas de amor / A pedir su mano,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Israel Kamakawiwo’ole,Over the Rainbow / What a Wonderful World,Reggae/Dub,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,40,Karl Denver Trio,You've Still Got a Place in My Heart / I Still Miss Someone,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Eddie Kendricks,Goin' Up in Smoke / Thanks for the Memories,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Kermit,Rainbow Connection / I Hope That Somethin' Better Comes Along,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,KFT,Tea / Nem sikerül kikurálni magam,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Chaka Khan,I Feel for You / Chinatown,Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,The Killers,Mr. Brightside / Smile Like You Mean It,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Killing Joke,Love Like Blood / Blue Feather,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Carole King,It's Too Late / I Feel the Earth Move,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,King Crimson,Epitaph / 21st Century Schizoid Man,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,King Gizzard & The Lizard Wizard,Head On / Pill,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,Martin Luther King Jr. / Liz Lands,I Have a Dream / We Shall Overcome,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Kinks,Lola / Berkeley Mews,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Kinks,Waterloo Sunset / Act Nice and Gentle,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Knack,My Sharona / Let Me Out,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Kokia,The Power of Smile / Remember the Kiss,J-Pop/Anime,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,Kokia,愛のメロディー / 調和 Oto ~With Reflection~,J-Pop/Anime,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Kool & The Gang,"Jungle Boogie / North, East, South, West",Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Kool & The Gang,Spirit of the Boogie / Summer Madness,Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Kraftwerk,Computer Love / The Model,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Kraftwerk,Radioaktivität / Antenne,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Kraftwerk,Trans Europa Express / Franz Schubert,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Cyndi Lauper,Time After Time / I'll Kiss You,Blues,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Lead Belly,(Black Gal) Where Did You Sleep Last Night? / In New Orleans,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Lennon / Ono With The Plastic Ono Band,Instant Karma! / Who Has Seen the Wind?,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,John Leyton,Johnny Remember Me / There Must Be,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,Lia / Aoi Tada,"My Soul, Your Beats! / Brave Song",R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Life Without Buildings,The Leanover / New Town,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,The Limiñanas,La mélancolie / Votre côté yéyé m'emmerde,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,"Lipps, Inc.",Funkytown / All Night Dancing,Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Love,Alone Again Or / A House Is Not a Motel,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Cheryl Lynn,Got to Be Real / Come In From the Rain,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Vera Lynn,We'll Meet Again / Later On,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Kirsty MacColl,A New England / Patrick,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Kirsty MacColl,They Don't Know / Turn My Motor On,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Mad Hatters,The Humphrey Song / Loving You Ain't Easy,Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Madonna,Into the Groove / Shoo-Bee-Doo,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Magazine,Shot by Both Sides / My Mind Ain't So Open,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Magnetic Fields,"100,000 Fireflies / Old Orchard Beach",R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Ahmed Malek / Hamid El Shaeri,Tape 19.11 / Ayonha,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Marina and the Diamonds,Blue / Solitaire,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Martha and The Muffins,Echo Beach / Teddy the Dink,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Dean Martin,I Never Had a Chance / I Can't Give You Anything but Love,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Dean Martin,"Rio Bravo / My Rifle, My Pony and Me",Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Mary Jane Girls,All Night Long / Musical Love,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Curtis Mayfield,Move On Up / Beautiful Brother of Mine / Give It Up,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Maytals / Beverley All Stars,Pressure Drop / Smoke Screen,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Paul & Linda McCartney,Uncle Albert / Admiral Halsey / Too Many People,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Paul McCartney & Wings,Jet / Let Me Roll It,Classical/Instrumental,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Reba McEntire,Fancy / This Picture,Country,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Malcolm McLaren,Madam Butterfly (Un bel di vedremo) / First Couple Out,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Elli Medeiros,A bailar Calypso / Red Roses,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Megadeth,Holy Wars ... The Punishment Due / Lucretia,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Harold Melvin & The Blue Notes,If You Don't Know Me by Now / Let Me Into Your World,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Javiera Mena,Luz de piedra de luna / No te cuesta nada,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Men Without Hats,The Safety Dance / Living in China,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Lizzy Mercier Descloux,Fire / Mission Impossible,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Freddie Mercury / Giorgio Moroder,Love Kills / Rotwang's Party (Robot Dance),Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Metallica,"Master of Puppets / Welcome Home ""Sanitarium""",Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Metallica,One / The Prince,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Glenn Miller and His Orchestra,In the Mood / I Want to Be Happy,Classical/Instrumental,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Mineral,Gloria / Parking Lot,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Marcia Miranda,Bring Out De Ham / Auld Lang Soca,Christmas/Holiday,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Marcia Miranda,Chutney Christmas / Parang Chutney,Christmas/Holiday,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,10,MISOGI,Falseawakening / RealitY Shift,Rap/Hip-Hop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Mission of Burma,Academy Fight Song / Max Ernst,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Joni Mitchell,California / A Case of You,Folk/Acoustic,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Mitski,First Love / Late Spring,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Mobb Deep,Shook Ones Part II / Shook Ones Part I,Rap/Hip-Hop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Modest Mouse,"Broke / Whenever I Breathe Out You Breathe In ∞ Positive Negative, Positive Negative ∞",Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Valentina Monetta,Maybe / Forse,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Steve Monite / Tabu Ley Rochereau,Only You / Hafi Deo,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Hugo Montenegro,"The Good, the Bad and the Ugly / March With Hope",Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Monty Python,Always Look on the Bright Side of Life / Brian,META/Other,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,100,Ennio Morricone,"The Good, the Bad and the Ugly / Mercenario",Soundtrack/Score,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Morrissey,Everyday Is Like Sunday / Disappointed,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Jason Mraz,I'm Yours / The Dynamo of Volition,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Muddy Waters,I Can't Be Satisfied / Feel Like Going Home,Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Muddy Waters,Mannish Boy / I'm Your Hoochie Coochie Man,Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Peter Murphy,Cuts You Up / A Strange Kind of Love,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Os Mutantes,A minha menina / Adeus Maria Fulô,Latin,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,40,my bloody valentine,To Here Knows When / Swallow,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Youssou N'Dour & Peter Gabriel,Shakin' the Tree / Old Tucson,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Naked Eyes,Always Something There to Remind Me / Pit Stop,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Milton Nascimento,Tudo que você podia ser / Me deixa em paz,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Nena,99 Luftballons / Ich bleib' im Bett,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Neon Indian,Fallout / Polish Girl,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Neutral Milk Hotel,"Holland, 1945 / Engine",Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,New Order,Blue Monday / The Beach,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,New Order,Ceremony / In a Lonely Place,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,New Order,True Faith / 1963,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Nico,Frozen Warnings / No One Is There,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,John Jacob Niles,I Wonder As I Wander / Carols and Love Songs,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Gary Numan,Cars / Asylum,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Sinéad O'Connor,Nothing Compares 2 U / Jump in the River,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Ofo the Black Company,Allah Wakbarr / Beautiful Daddy,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Ohio Players,Love Rollercoaster / It's All Over,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Mike Oldfield,Mike Oldfield's Single (Theme From Tubular Bells) / Froggy Went a-Courting,Soundtrack/Score,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Mike Oldfield,To France / In the Pool,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Only Ones,"Another Girl, Another Planet / As My Wife Says",Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Roy Orbison,You Got It / The Only One,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Orbital,Halcyon / The Naked and the Dub,Reggae/Dub,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Orchestral Manoeuvres in the Dark,Enola Gay / Annex,Classical/Instrumental,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Original Dixieland 'Jass' Band,Dixieland Jass Band One-Step / Livery Stable Blues,Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Original Dixieland Jazz Band,Skeleton Jangle / Tiger Rag,Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Shuggie Otis,Strawberry Letter 23 / Ice Cold Daydream,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Outer Limits Recordings,Julie / Plastik Child,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Augustus Pablo,King Tubby Meets the Rockers Uptown / Baby I Love You So,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Robert Palmer,Johnny and Mary / What's It Take,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Zabella Panosian,Կռունկ / Իմ սիրելի զաւակունքս,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Le Park,Litchies / Explain to Yourself,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Charlie Parker Septet,A Night in Tunisia / Ornithology,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Parliament,Flash Light / Swing Down Sweet Chariot,Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Pastels,So Far Away / Don't Knock,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Jai Paul,Do You Love Her Now / He,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Pere Ubu,Final Solution / Cloud 149,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Peter and Gordon,"I Go to Pieces / Love Me, Baby",Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Pet Shop Boys / George Harrison,Always on My Mind / Got My Mind Set on You,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Tom Petty and The Heartbreakers,"Breakdown / The Wild One, Forever",Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Sam Phillips,I Need Love / Tripping Over Gravity,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Bobby (Boris) Pickett & The Crypt-Kickers,Monster Mash / Monsters' Mash Party,Christmas/Holiday,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Ariel Pink's Haunted Graffiti,Round and Round / Mistaken Wedding,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,100,Pink Floyd,Have a Cigar / Shine On You Crazy Diamond (Part 1),Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,Pink Floyd,Money / Any Colour You Like,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Pink Floyd,Time / Us and Them,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Pink Floyd,See Emily Play / Scarecrow,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Geraldo Pino,"Heavy, Heavy, Heavy / Africans Must Unite",Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Geraldo Pino,Shake Hands / Power to the People,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Plastic Penny,Everything I Am / No Pleasure Without Pain My Love,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Plustwo,Melody / Stop Fantasy,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,The Pogues,Fairytale of New York / The Battle March Medley,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
